,Ma_sp,Ten_sp,Gia,Xuat_xu,Nong_do,Dung_tich,Giong_nho,Mau_sac,Loai_ruou,Thuong_hieu,Vung_lam_vang
140,VNPV-1109,Rượu Vang Ampelidae Le K,999000.0,Pháp,14.0,750.0,"Cabernet Sauvignon,Cabernet Franc",tím đậm,Rượu Vang đỏ,Ampelidae,Loire Valley
141,VNPV1-1109,Rượu Vang Ampelidae Le S Sauvignon Blanc,999000.0,Pháp,12.5,750.0,Sauvignon Blanc,vàng,Rượu Vang trắng,Ampelidae,Loire Valley
142,VNSSP1-355,Rượu Vang Anakena Birdman Cabernet Sauvignon,355000.0,Chile,13.0,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Concha Y Toro,Central Valley
143,VNSSP1-825,Rượu Vang Anakena Ona Andes Blend,825000.0,Chile,14.0,750.0,"Cabernet Sauvignon,Syrah,Carmenere",đỏ ruby,Rượu Vang Đỏ,Anakena,"Peumo, Thung lũng Cachapoal, Chile"
144,VNSSP-825,Rượu Vang Anakena Ona Coastal Blend,825000.0,Chile,14.0,750.0,"Syrah,Malbec",đỏ ruby,Rượu Vang Đỏ,Anakena,"Peumo, Thung lũng Cachapoal, Chile"
145,VNSSP-355,Rượu Vang Anakena Sauvignon Blanc,525000.0,Chile,12.5,750.0,Sauvignon Blanc,vàng nhạt,Rượu Vang Trắng,Concha Y Toro,Central Valley
146,VNSSP2-625,Rượu Vang Anakena Tama Cabernet Sauvignon,625000.0,Chile,14.0,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Anakena,"Peumo, Thung lũng Cachapoal, Chile"
147,VNSSP1-625,Rượu Vang Anakena Tama Vineyard Selection Carmenere,625000.0,Chile,13.0,750.0,Carmenere,đỏ ruby,Rượu Vang Đỏ,Anakena,"Peumo, Thung lũng Cachapoal, Chile"
148,VNSSP-625,Rượu Vang Anakena Tama Vineyard Selection Sauvignon Blanc,625000.0,Chile,13.5,750.0,Sauvignon Blanc,vàng nhạt,Rượu Vang Trắng,Casablanca,Casablanca Valley
149,VNPV1-560,Rượu Vang Andre Lurton Chateau Bonnet Bordeaux,504000.0,Pháp,12.5,750.0,"Sauvignon Blanc,Semillon,Muscadelle",vàng có ánh xanh,Rượu Vang Trắng,Andre Lurton,Bordeaux
150,VNHD6-850,Rượu Vang Angela Negroamaro Feudo Croce,850000.0,Ý,14.0,750.0,Negroamaro,đỏ ruby,Rượu Vang Đỏ,Tinazzi,Puglia
151,VNMH5-880,Rượu Vang Angelique De Monbousquet,880000.0,Pháp,13.0,750.0,"Cabernet Sauvignon,Merlot",đen sẫm có ánh tím,Rượu Vang Đỏ,Borie Manoux,Bordeaux
152,VNHM2-790,Rượu Vang Angelo Primitivo Montedidio,790000.0,Ý,15.0,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Montedidio,Puglia
153,VNWP1-850,Rượu Vang ANNA’S Way Sauvignon Blanc,850000.0,New Zealand,12.5,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang Trắng,ANNA’S Way,Marlborough
154,VNTK-3227,Rượu Vang Annonce Belair Monange Saint Emilion Grand Cru,3227000.0,Pháp,14.0,750.0,"Merlot,Cabernet Franc",đỏ ruby,Rượu Vang Đỏ,Bélair-Monange,Bordeaux
155,VNWP-650,Rượu Vang Ant Moore Sauvignon Blanc,650000.0,New Zealand,12.5,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang Trắng,Ant Moore,Marlborough
156,VNHD3-1250,Rượu Vang Antàres Montepulciano D’Abruzzo,1250000.0,Ý,14.0,750.0,Montepulciano,đỏ ruby,Rượu Vang Đỏ,San Lorenzo Vini,Abruzzo
157,VNMH1-2500,Rượu Vang Anthonij Rupert Blend,2500000.0,Nam Phi,14.5,750.0,"Cabernet Sauvignon,Merlot,Cabernet Franc,Petit Verdot",đỏ đậm,Rượu vang đỏ,Anthonij Rupert,Franschhoek Valley – Western Cape
158,VNMH4-1800,Rượu Vang Anthonij Rupert Syrah,1800000.0,Nam Phi,14.0,750.0,Syrah,đỏ đậm,Rượu vang đỏ,Anthonij Rupert,Franschhoek Valley – Western Cape
159,VNMH14-1800,Rượu Vang Antica Cabernet Sauvignon,1800000.0,Mỹ,14.5,750.0,Cabernet Sauvignon,đỏ đậm,Rượu Vang Đỏ,Antica,Napa Valley
160,VNKR-550,Rượu vang Anticaia Salice Salentino Riserva,550000.0,Ý,14.0,750.0,Negroamaro,đỏ ruby,Rượu Vang Đỏ,San Donaci,Puglia
161,VNHD1-850,Rượu Vang Antico Ceppo Primitivo Di Manduria,850000.0,Ý,14.5,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Femar Vini,Puglia
162,VNVC-902,Rượu Vang Antico Sigillo Primitivo Di Manduria,902000.0,Ý,14.5,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Tenute Emera,Puglia
163,VNAV-1500,Rượu Vang ANTIERI Salento Schola Sarmenti,1295000.0,Ý,15.0,750.0,Susumanniello,đỏ ruby đậm,Rượu Vang Đỏ,Schola Sarmenti,Puglia
164,VNWH1-395,Rượu Vang Antinori Santa Cristina Campogrande Orvieto Classico,380000.0,Ý,14.5,750.0,"Grechetto,Trebbiano",vàng rơm,Rượu vang trắng,Marchesi Antinori,Tuscany
165,VNPE-905,Rượu Vang Antu Shiraz Montgras,905000.0,Chile,14.5,750.0,Shiraz,đỏ ruby,Rượu Vang Đỏ,Montgras,Colchagua Valley
166,VNWH3- 825,Rượu Vang ÁO Groszer Wein Gemischter Satz,810000.0,ÁO,12.5,750.0,Welschriesling – Weissburgunder – Gruner Veltliner,vàng nhạt có ánh xanh,Rượu Vang Trắng,Groszer Wein,Burgenland
167,VNHD1-675,Rượu Vang Apollo Primitivo – Feudi Salentini,675000.0,Ý,14.0,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Feudi Salentini,Puglia
168,VNHD-395,Rượu Vang Appasso Primitivo Aglianico,395000.0,Ý,14.0,750.0,"Primitivo,Negroamaro",đỏ ruby,Rượu Vang Đỏ,Femar Vini,Lazio
169,VNCIE-3150,Rượu Vang Appius St.Michael Eppan,3150000.0,Ý,14.0,750.0,"Pinot Blanc,Chardonnay,Sauvignon Blanc,Pinot Grigio",vàng rơm,Rượu Vang Trắng,St. Michael-Eppan,Südtirol – Alto Adige
170,VNKR-230 - VNCIE-185,Rượu Vang Arauco Cabernet Sauvignon,185000.0,Chile,13.0,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Arauco,Central Valley
171,VNCIE-410,Rượu Vang Arauco Gran Reserva Cabernet Sauvignon,410000.0,Chile,13.0,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Arauco,Maule Valley
172,VNCIE-245,Rượu Vang Arauco Reserva Cabernet Sauvignon,245000.0,Chile,13.0,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Arauco,Maule Valley
173,VNCIE1-245,Rượu Vang Arauco Reserva Sauvignon Blanc,245000.0,Chile,13.0,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang Trắng,Arauco,Maule Valley
174,VNKR1-230 - VNCIE-185,Rượu Vang Arauco Sauvignon Blanc,185000.0,Chile,12.5,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang Trắng,Arauco,Central Valley
175,VNDL-869,Rượu Vang Arboleda Cabernet Sauvignon,798000.0,Chile,14.0,750.0,Cabernet Sauvignon,đỏ,Rượu vang đỏ,Arboleda,Colchagua Valley
176,VNDL5-869,Rượu Vang Arboleda Sauvignon Blanc,799000.0,Chile,13.5,750.0,Sauvignon Blanc,vàng rơm,Rượu Vang Trắng,Arboleda,Aconcagua Valley
177,VNHD1-475,Rượu Vang Arcourt Bordeaux,475000.0,Pháp,13.5,750.0,"Cabernet Sauvignon,Merlot",đỏ ruby,Rượu Vang Đỏ,Cheval Quancard,Bordeaux
178,VNTK4-734,Rượu Vang Argentina Alamos Malbec,734000.0,Argentina,13.5,750.0,Malbec,đỏ ruby,Rượu Vang Đỏ,Alamos,Mendoza
179,VNTL-934,Rượu Vang Argentina Amancaya Gran Reserva,760000.0,Argentina,14.0,750.0,"Malbec,Cabernet Sauvignon",đỏ đậm ánh tím,Rượu vang đỏ,Catena Rothschild,Mendoza
180,VNTL3-482,Rượu Vang Argentina Beeksteak Club Malbec,410000.0,Argentina,13.5,750.0,Malbec,đỏ đậm,Rượu Vang Đỏ,Beefsteak Club,Mendoza
181,VNPV1-797,Rượu Vang Argentina Benmarco Malbec,718000.0,Argentina,14.0,750.0,Malbec,đỏ ruby,Rượu Vang Đỏ,Susana Balbo,Mendoza
182,VNBMF6-292,Rượu Vang Argentina Casarena 505 Malbec,292000.0,Argentina,13.5,750.0,Malbec,đỏ ruby,Rượu Vang Đỏ,Trivento,Mendoza
183,VNBMF-2004,Rượu Vang Argentina Casarena DNA Malbec,2004000.0,Argentina,14.5,750.0,Malbec,đỏ ruby,Rượu Vang Đỏ,Trivento,Mendoza
184,VNTK2-1174,Rượu Vang Argentina Catena Malbec,1174000.0,Argentina,14.0,750.0,Malbec,đỏ ruby,Rượu Vang Đỏ,Trivento,Mendoza
185,VNPV-1612,Rượu Vang Argentina Flechas De Los Andes Gran Corte,1451000.0,Argentina,14.5,750.0,"Malbec,Syrah,Cabernet Franc",đỏ ruby,Rượu Vang Đỏ,Baron Edmond De Rothschild,Mendoza
186,VNWH4 - 253,Rượu Vang Argentina Hereford Chardonnay,235000.0,Argentina,12.5,750.0,Chardonnay,vàng rơm,Rượu vang trắng,Hereford,Mendoza
187,VNMT2-670,Rượu Vang Argentina Kaiken Ultra Malbec,670000.0,Argentina,14.5,750.0,Malbec,đỏ ruby,Rượu Vang Đỏ,Kaiken,Mendoza
188,VNTK5-1320,Rượu Vang Argentina Luca Old Vine Malbec,1320000.0,Argentina,14.0,750.0,Malbec,đỏ ruby,Rượu Vang Đỏ,Luca,Mendoza
189,VNDL-662,Rượu Vang Argentina Norton Reserva Malbec,609000.0,Argentina,14.0,750.0,Malbec,đỏ ruby,Rượu Vang Đỏ,Norton,Mendoza
190,VNPV-541,Rượu Vang Argentina Punta De Flechas Malbec,486000.0,Argentina,13.5,750.0,Malbec,đỏ ruby,Rượu Vang Đỏ,Baron Edmond De Rothschild,Mendoza
191,VNPV1-576,Rượu Vang Argentina Susana Balbo Crios Chardonnay,519000.0,Argentina,14.0,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Susana Balbo,Mendoza
192,VNPV2-576,Rượu Vang Argentina Susana Balbo Crios Torrontes,519000.0,Argentina,12.5,750.0,Torrontes,vàng rơm,Rượu Vang Trắng,Susana Balbo,Mendoza
193,VNPV-3117,Rượu Vang Argentina Trivento Eolo Malbec,2806000.0,Argentina,13.5,750.0,Malbec,đỏ ruby,Rượu Vang Đỏ,Trivento,Mendoza
194,VNPV-311,Rượu Vang Argentina Trivento Gran Lomo Malbec,280000.0,Argentina,12.0,750.0,Malbec,đỏ ruby,Rượu Vang Đỏ,Trivento,Mendoza
195,VNPV5-386,Rượu Vang Argentina Trivento Tribu Chardonnay,348000.0,Argentina,12.5,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Trivento,Mendoza
196,VNPV1-386,Rượu Vang Argentina Trivento Tribu Malbec,348000.0,Argentina,14.0,750.0,Malbec,đỏ ruby,Rượu Vang Đỏ,Trivento,Mendoza
197,VNPV3-386,Rượu Vang Argentina Trivento Tribu Merlot,348000.0,Argentina,14.0,750.0,Merlot,đỏ ruby,Rượu Vang Đỏ,Trivento,Mendoza
198,VNPV-386,Rượu Vang Argentina Trivento Tribu Pinot Noir,348000.0,Argentina,14.0,750.0,Pinot Noir,đỏ ruby,Rượu Vang Đỏ,Trivento,Mendoza
199,VNTH7-550,Rượu Vang Argentum Oristan Reserva,550000.0,Tây Ban Nha,13.5,750.0,"Cabernet Sauvignon,Tempranillo",đỏ,Rượu vang đỏ,Argentum,Castilla
200,VNCIE-2100,Rượu Vang Argese Girolamo,2100000.0,Ý,18.0,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Girolamo,Puglia
201,VNTLP-2950,Rượu Vang Argivo Riserva Primitivo Di Manduria,2950000.0,Ý,16.0,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Franco Rizzello Selezione,Puglia
202,VNMH-3875,Rượu Vang Arnaud Mortet Gevrey Chambertin Cuvee De Tres Vieilles Vignes,3875000.0,Pháp,13.5,750.0,Pinot Noir,đỏ ruby,Rượu Vang Đỏ,Domaine Denis Mortet,Gevrey Chambertin
203,VNMH-3750,Rượu Vang Arnaud Mortet Gevrey Chambertin Mes Cinq Terroirs,3750000.0,Pháp,13.5,750.0,Pinot Noir,đỏ ruby,Rượu Vang Đỏ,Domaine Denis Mortet,Gevrey Chambertin
204,VNHD2-875,Rượu Vang Aroma Pinot Grigio,875000.0,Ý,12.5,750.0,Pinot Grigio,vàng rơm,Rượu Vang Trắng,Tinazzi,Puglia
205,VNTL-410,Rượu Vang Arrogant Frog Varieties Cabernet Sauvignon – Merlot,410000.0,Pháp,13.5,750.0,"Cabernet Sauvignon,Merlot",đỏ ruby,Rượu Vang Đỏ,Vignobles JeanJean,Languedoc
206,VNTL1-410,Rượu Vang Arrogant Frog Varieties Chardonnay – Viognier,410000.0,Pháp,12.5,750.0,"Chardonnay,Viognier",vàng tươi,Rượu Vang Trắng,Arrogant Frog,Languedoc
207,VNNEIR-680,Rượu Vang Artero Reserva Red Wine,636000.0,Tây Ban Nha,14.0,750.0,"Temprannillo,Syrah,Merlot",vàng đỏ đậm,Rượu vang đỏ,Bodegas Artero,La Mancha
208,VNNEIR-380,Rượu Vang Artero Tempranillo Red Wine,330000.0,Tây Ban Nha,13.5,750.0,Temprannillo,vàng đỏ ruby,Rượu vang đỏ,Bodegas Artero,La Mancha
209,VNWH-595,Rượu Vang Arzuaga La Planta Ribera Del Duero,565000.0,Tây Ban Nha,13.5,750.0,Tempranillo,đỏ ruby,Rượu Vang Đỏ,Arzuaga,Ribera del Duero
210,VNYV-280,Rượu Vang Athena Mitologia Nero Di Troia,280000.0,Ý,13.0,750.0,Nero Di Troia,đỏ ruby,Rượu Vang Đỏ,Mitologia,Sicilia
211,VNMH-990,Rượu Vang Aurore De Dauzac Margaux,900000.0,Pháp,14.0,750.0,"Cabernet Sauvignon,Merlot",đỏ đậm,Rượu vang đỏ,Chateau Dauzac,Bordeaux
212,VNMH2-360,Rượu Vang Aussières Chardonnay,360000.0,Pháp,12.5,750.0,Chardonnay,vàng rơm,Rượu vang trắng,Domaines Barons De Rothschild,Languedoc
213,VNTL4-482,Rượu Vang Aussieres Rose,482000.0,Pháp,12.5,750.0,"Shiraz,Cabernet Franc,Grenache,Cinsault",hồng nhạt,Rượu vang hồng,Domaines Barons De Rothschild,Bordeaux
214,VNADT - 1366 - VNKR-980,Rượu Vang Australia Felix Sagrantino,980000.0,ÚC,14.0,750.0,Sagrantino,đỏ ruby,Rượu Vang Đỏ,Winetrust Estates,Swan Hill
215,VNTH-550,Rượu Vang Avalon Gran Reserva Cabernet Sauvignon – Syrah,550000.0,Chile,14.0,750.0,"Cabernet Sauvignon,Syrah",đỏ,Rượu vang đỏ,Avalon,Central Valley
216,VNTH-700,Rượu Vang Avalon Reserva Red Blend,700000.0,Chile,14.5,750.0,"Syrah,Cabernet Sauvignon",đỏ ruby có ánh tím,Rượu Vang Đỏ,Avalon,Central Valley
217,VNWH8- 395,Rượu Vang Azahara Moscato,380000.0,ÚC,6.0,750.0,Moscato,vàng rơm,Rượu Sparkling,Deakin Estate,Murray Darling
218,VLTL1-585,Rượu Vang B & G Bordeaux Blanc Barton & Guestier,585000.0,Pháp,13.0,750.0,"Sauvignon Blanc,Semillon",vàng rơm có ánh xanh,Rượu Vang Trắng,Borie Manoux,Bordeaux
219,VLTL-585,Rượu Vang B & G Bordeaux Merlot – Cabernet Sauvignon,585000.0,Pháp,14.0,750.0,"Cabernet Sauvignon,Merlot",tím đậm,Rượu Vang Đỏ,Borie Manoux,Bordeaux
220,VLTL-674,Rượu Vang B & G Leobourg Medoc,674000.0,Pháp,14.0,750.0,"Cabernet Sauvignon,Merlot",đỏ đậm ánh tím,Rượu Vang Đỏ,Borie Manoux,Bordeaux
221,VLTL-528,Rượu Vang B&G 1725 Bordeaux Reserve,528000.0,Pháp,12.5,750.0,"Cabernet Sauvignon,Merlot",đỏ,Rượu vang đỏ,Barton & Guestier,Bordeaux
222,VLTL1-528,Rượu Vang B&G 1725 Bordeaux Reserve Blanc,528000.0,Pháp,12.0,750.0,"Sauvignon Blanc,Semillon",vàng chanh,Rượu vang trắng,Barton & Guestier,Bordeaux
223,VLTL4-362,Rượu Vang B&G Cuvee Speciale Blanc,362000.0,Pháp,11.0,750.0,"Sauvignon Blanc,Sémillon",vàng nhạt,Rượu vang trắng,Barton & Guestier,Bordeaux
224,VLTL5-362,Rượu Vang B&G Cuvee Speciale Rose,362000.0,Pháp,12.5,750.0,"Grenache,Tempranillo,Cinsault",hồng nhạt,Rượu vang hồng,Barton & Guestier,Bordeaux
225,VLTL-394,Rượu Vang B&G Sparkling Blanc De Blanc,394000.0,Pháp,11.0,750.0,Ugni Blanc,vàng nhạt,Rượu Vang Nổ,Barton & Guestier,Bordeaux
226,VNADT1-856,Rượu Vang Babylon’s Peak Chenin Blanc,856000.0,Nam Phi,14.5,750.0,Chenin Blanc,vàng rơm,Rượu Vang Trắng,Babylon’s Peak,South Africa
227,VNADT-856,Rượu Vang Babylon’s Peak SMG,856000.0,Nam Phi,14.5,750.0,"Shiraz,Mourvedre,Grenache",đỏ ruby,Rượu Vang Đỏ,Babylon’s Peak,South Africa
228,VNBMF-191,Rượu Vang Balmontée Bordeaux,191000.0,Pháp,13.0,750.0,"Merlot,Cabernet Sauvignon,Cabernet Franc",đỏ ruby,Rượu Vang Đỏ,Balmontée,Bordeaux
229,VNWP1-920,Rượu Vang Bandete Primitivo Feudoro,920000.0,Ý,15.0,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Feudoro,Puglia
230,VNPV-419,Rượu Vang Banfi Rivo Al Poggio Rosso Tuscany,378000.0,Ý,12.5,750.0,Cabernet Sauvignon,đỏ,Rượu Vang Đỏ,Banfi,Tuscany
231,VNPV-735,Rượu Vang Banfi Sciandor Moscato D’Asti,662000.0,Ý,4.5,750.0,Moscato,vàng rơm,Rượu Vang Ngọt,Banfi,Piedmont
232,WV-480,Rượu Vang Barbanera Serpasso Toscana Rosso,480000.0,Ý,14.0,750.0,"Sangiovese,Cabernet Sauvignon",đỏ ruby,Rượu Vang Đỏ,Barbanera,Tuscany
233,VNTK-307,Rượu Vang Baron D’Arignac,307000.0,Pháp,12.5,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Baron d’Arignac,Pays d’Oc
234,VNHM-205,Rượu Vang Baron De Cande,205000.0,Pháp,12.0,750.0,Blend,đỏ ruby,Rượu Vang Đỏ,Borie Manoux,Bordeaux
235,VNVH-700,Rượu Vang Baron De Roussillac Visan,700000.0,Pháp,14.0,750.0,"Mourvèdre,Syrah,Grenache",ánh tím,Rượu Vang Đỏ,Baron De Roussillac,Rhone Valley
236,VNTH2-700,Rượu Vang Baron De Vitrac Sauternes,700000.0,Pháp,13.0,750.0,Chardonnay,vàng rơm,Rượu vang trắng,Borie Manoux,Bordeaux
237,VNWH-430,Rượu Vang Baron Philippe De Rothschild Bordeaux,410000.0,Pháp,14.0,750.0,"Merlot,Cabernet Sauvignon,Cabernet Franc",đỏ đậm,Rượu vang đỏ,Baron Philippe De Rothschild,Bordeaux
238,VNWH1-540,Rượu Vang Baron Philippe De Rothschild Reserva Cabernet Sauvignon,460000.0,Chile,13.0,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Baron Philippe De Rothschild,Maipo Valley
239,VNWH-540,Rượu Vang Baron Philippe De Rothschild Reserva Carmenere,460000.0,Chile,13.5,750.0,Carmenere,đỏ đậm xen ánh tím,Rượu Vang Đỏ,Baron Philippe De Rothschild,Maipo Valley
240,VNPV1-1007,Rượu Vang Barone Ricasoli Brolio Chianti Classico,907000.0,Ý,14.0,750.0,"Sangiovese,Merlot,Cabernet sauvignon",đỏ,Rượu Vang Đỏ,Barone Ricasoli,Tuscany
241,VNPV1-2278,Rượu Vang Barone Ricasoli Casalferro,2051000.0,Ý,13.0,750.0,Merlot,đỏ,Rượu Vang Đỏ,Barone Ricasoli,Tuscany
242,VNPV-669,Rượu Vang Barone Ricasoli Chianti,603000.0,Ý,14.0,750.0,"Sangiovese,Merlot",đỏ,Rượu Vang Đỏ,Barone Ricasoli,Tuscany
243,VNHP1-600,Rượu Vang BARRICONE Primitivo Puglia,600000.0,Ý,13.5,750.0,Primitivo,đỏ ruby,Rượu Vang Đỏ,Barricone,Puglia
244,VLTL3-362,Rượu Vang Barton & Guestier Cuvee Speciale,362000.0,Pháp,12.0,750.0,"Cabernet Sauvignon,Cabernet Franc,Merlot",đỏ,Rượu vang đỏ,Barton & Guestier,Bordeaux
245,VLTL1-582,Rượu Vang Barton & Guestier M De Magnol Blanc,582000.0,Pháp,13.0,750.0,Sauvignon Banlc,vàng pha lê,Rượu Vang Trắng,Borie Manoux,Bordeaux
246,VLTL-582,Rượu Vang Barton & Guestier M De Magnol Bordeaux,582000.0,Pháp,14.0,750.0,"Cabernet Sauvignon,Merlot",đỏ tím,Rượu Vang Đỏ,Borie Manoux,Bordeaux
247,VNVC-1584,Rượu Vang Bassus Finca Casilla Herrera,1584000.0,Tây Ban Nha,14.0,750.0,"Petit Verdot,Syrah,Merlot,Cabernet Franc",đỏ ruby,Rượu Vang Đỏ,Hispaiio Suizas,Utiel Requeno
248,VNVH3-550,Rượu Vang Batista Cabernet Sauvignon – Merlot,550000.0,Ý,14.5,750.0,"Cabernet Sauvignon,Merlot",đỏ ruby,Rượu Vang Đỏ,Bottega,Veneto
249,VNTK-427,Rượu Vang Batiste De Vignac Bordeaux,427000.0,Pháp,12.0,750.0,"Cabernet Sauvignon,Merlot",đỏ ruby,Rượu Vang Đỏ,Batiste De Vignac,Bordeaux
250,VNPV-938,Rượu Vang Batzella Digia Tuscany,845000.0,Ý,13.8,750.0,"Cabernet Franc,Cabernet Sauvignon,Syrah",đỏ,Rượu Vang Đỏ,Batzella,Tuscany
251,VNPV1-1077,Rượu Vang Batzella Mezzodi Bianco Bolgheri DOC,970000.0,Ý,13.5,750.0,Chardonay,xanh nhạt,Rượu Vang Trắng,Batzella,Tuscany
252,VNMT-1930,Rượu Vang Bava Barolo Castiglione Falletto,1930000.0,Ý,14.0,750.0,Nebbiolo,đỏ ruby,Rượu Vang Đỏ,Bava,Piedmont
253,VNMT2-765,Rượu Vang Bava Libera Barbera D’Asti,765000.0,Ý,13.5,750.0,Barbera,đỏ ruby,Rượu Vang Đỏ,Bava,Piedmont
254,VNMT-665,Rượu Vang Bava Moscato D’Asti,665000.0,Ý,4.5,750.0,Moscato,đỏ anh đào,Rượu Vang Ngọt,Bava,Piedmont
255,VNMT1-765,Rượu Vang Bava Thou Bianc Piemonte Chardonnay,765000.0,Ý,12.5,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Bava,Piedmont
256,VNDL7-438,Rượu Vang Beau Rivage Bordeaux,438000.0,Pháp,13.5,750.0,"Merlot,Cabernet Sauvignon",đỏ đất,Rượu Vang Đỏ,Borie Manoux,Bordeaux
257,VNDL3-519,Rượu Vang Beau Rivage Premium,519000.0,Pháp,13.0,750.0,"Merlot,Cabernet Sauvignon",đỏ ruby,Rượu Vang Đỏ,Borie Manoux,Bordeaux
258,VNTK-2400,Rượu Vang Beaune 1ER Cru Les Teurons,2400000.0,Pháp,14.0,750.0,Pinot Noir,đỏ ruby,Rượu Vang Đỏ,Louis Jadot,Bourgogne
259,VNPV-2231,Rượu Vang Beaune Boucherottes Louis Jadot,2008000.0,Pháp,13.0,750.0,Pinot Noir,đỏ,Rượu Vang đỏ,Louis Jadot,Bourgogne
260,VNTL-603,Rượu Vang Beefsteak Club Estate Bottled Malbec,603000.0,Argentina,13.5,750.0,Malbec,đỏ đậm,Rượu Vang Đỏ,Beefsteak Club,Mendoza
261,VNTL1-482,Rượu Vang Beefsteak Club Malbec Prime Cut,476000.0,Argentina,13.5,750.0,Malbec,đỏ đậm xen ánh tím,Rượu Vang Đỏ,Beefsteak Club,Mendoza
262,VNTL2-482,Rượu Vang Beefsteak Club The Meaty Malbec,476000.0,Argentina,13.5,750.0,Malbec,đỏ đậm,Rượu Vang Đỏ,Beefsteak Club,Mendoza
263,VNTL-823,Rượu Vang Beefsteak Club Uco Valley Reserve Malbec,790000.0,Argentina,13.5,750.0,Malbec,đỏ đậm,Rượu Vang Đỏ,Beefsteak Club,Mendoza
264,VNCIE-215,Rượu Vang Bellavita Semi Dolce,215000.0,Ý,10.0,750.0,Blend,đỏ ruby,Rượu Vang Ngọt,Bellavita,Vino d’Italia
265,VNPV6-511,Rượu Vang Belle Ambiance Pinot Grigio,460000.0,Mỹ,14.5,750.0,Pinot Grigio,trắng,Rượu vang trắng,Delicato,California
266,VNWH9- 650,Rượu Vang Bellingham The Old Orchards Chenin Blanc,635000.0,Nam Phi,12.5,750.0,Chenin Blanc,vàng nhạt,Rượu vang trắng,Bellingham,Western Cape
267,VNPV1-1733,Rượu Vang Benoit Ente Chardonnay Bourgogne,1560000.0,Pháp,12.0,750.0,Chardonnay,vàng nhạt,Rượu vang trắng,Domaine Benoit Ente,Bourgogne
268,VNPV-6601,Rượu Vang Benoit Ente Clos De La Truffiere Puligny Montrachet,5941000.0,Pháp,13.0,750.0,Chardonnay,vàng nhạt,Rượu vang trắng,Domaine Benoit Ente,Bourgogne
269,VNPV-3176,Rượu Vang Benoit Ente Puligny Montrachet,2859000.0,Pháp,13.5,750.0,Chardonnay,vàng,Rượu Vang trắng,Benoit Ente,Bourgogne
270,VNTH-730,Rượu Vang Beresford Bell Tower Merlot,730000.0,ÚC,14.6,750.0,Merlot,đỏ,Rượu vang đỏ,Beresford,McLaren Valley
271,VNPG1-1850,Rượu Vang Beresford Estate Cabernet Sauvignon,1850000.0,ÚC,14.6,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Beresford,Mc Laren
272,VNPG-4600,Rượu Vang Beresford Limited Relese Shiraz,4600000.0,ÚC,14.1,750.0,Syrah,đỏ mận ánh tím,Rượu Vang Đỏ,Beresford,McLaren Vale
273,VNPG-980,Rượu Vang Beresford Mc Laren Vale Chardonnay,980000.0,ÚC,12.6,750.0,Chardonnay,vàng rơm,Rượu Vang Trắng,Beresford,Mc Laren Vale
274,VNTH3-950,Rượu Vang Beresford McLaren Vale Shiraz,950000.0,ÚC,14.2,750.0,Syrah,đỏ,Rượu vang đỏ,Beresford,McLaren Vale
275,VNCIE-280,Rượu Vang Bigi Vipra Rossa UmBria,280000.0,Ý,13.5,750.0,"Merlot,Sangiovese,Montepulciano",đỏ ruby,Rượu Vang Đỏ,Bigi,UmBria
276,VNYW-1499,Rượu Vang Biscardo Enigma,1499000.0,Ý,15.0,750.0,Sangiovese,đỏ đậm,Rượu Vang Đỏ,Biscardo,Veneto
277,VNMH-3900,Rượu Vang Biserno Bibbona Lodovico Antinori,3900000.0,Ý,14.5,750.0,"Cabernet Sauvignon,Cabernet Franc,Merlot,Petit Verdot",đỏ ruby,Rượu Vang Đỏ,Antinori,Tuscany
278,VNVC5-572,Rượu Vang Bisquertt La Joya Gran Reserva Cabernet Sauvignon,572000.0,Chile,14.0,750.0,Cabernet Sauvignon,đỏ ruby,Rượu Vang Đỏ,Bisquertt,Colchagua Valley
